"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K01814",0,3.3622,2.1537,0,0,0,2.406,3.3588,4.6865,5.3601,5.0961,5.0333,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","MAG: 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase","1--5-[methylideneamino] imidazole-4-carboxamide isomerase","hisA","GO:0000105;GO:0003949;GO:0005737","histidine biosynthetic process;1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity;cytoplasm","phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase "
"K01822",0,0,0,5.1142,0,3.443,1.604,2.0153,3.3475,2.6801,4.0769,6.711,"hypothetical protein","MULTISPECIES: nuclear transport factor 2 family protein","","","","","steroid Delta-isomerase "
"K01835",65.801,88.538,79.687,83.532,66.765,78.041,61.755,57.099,64.272,58.291,69.307,67.949,"Phosphoglucomutase","MAG: alpha-D-glucose phosphate-specific phosphoglucomutase","Alpha-D-glucose phosphate-specific phosphoglucomutase","","GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucomutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucomutase "
"K01840",28.2,14.569,16.153,18.752,19.849,19.51,9.6242,12.763,14.059,19.43,19.365,20.972,"Phosphoglucomutase","MAG: phosphoglucosamine mutase","Phosphoglucosamine mutase","","GO:0005975;GO:0000287;GO:0016868;GO:0071704","carbohydrate metabolic process;magnesium ion binding;intramolecular transferase activity, phosphotransferases;organic substance metabolic process","phosphomannomutase "
"K01845",52.372,45.95,40.92,40.914,46.916,40.168,32.081,24.183,27.449,25.461,40.769,33.555,"Glutamate-1-semialdehyde 2,1-aminomutase","MAG: glutamate-1-semialdehyde-2,1-aminomutase","Glutamate-1-semialdehyde 2,1-aminomutase","hemL","GO:0006782;GO:0015995;GO:0008483;GO:0030170;GO:0042286;GO:0005737;GO:0033014;GO:0003824","protoporphyrinogen IX biosynthetic process;chlorophyll biosynthetic process;transaminase activity;pyridoxal phosphate binding;glutamate-1-semialdehyde 2,1-aminomutase activity;cytoplasm;tetrapyrrole biosynthetic process;catalytic activity","glutamate-1-semialdehyde 2,1-aminomutase "
"K01866",0,3.3622,0,0,0,4.5907,3.2081,0,7.3645,3.3501,0,2.5166,"Tyrosine--tRNA ligase","MAG: tyrosine--tRNA ligase","Tyrosine--tRNA ligase","tyrS","GO:0006437;GO:0003723;GO:0004831;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","tyrosyl-tRNA aminoacylation;RNA binding;tyrosine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","tyrosyl-tRNA synthetase "
"K01867",0,4.4829,4.3074,0,0,6.886,2.406,5.3741,4.017,5.3601,4.0769,4.1944,"Tryptophan--tRNA ligase","MAG: tryptophan--tRNA ligase","Tryptophan--tRNA ligase","trpS","GO:0006436;GO:0004830;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","tryptophanyl-tRNA aminoacylation;tryptophan-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","tryptophanyl-tRNA synthetase "
"K01868",6.7143,5.6036,10.768,0,0,4.5907,5.6141,8.0611,8.034,8.7102,7.1346,10.905,"Threonine--tRNA ligase","MAG: threonine--tRNA ligase","Threonine--tRNA ligase","thrS","GO:0006435;GO:0000049;GO:0004829;GO:0005524;GO:0046872;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","threonyl-tRNA aminoacylation;tRNA binding;threonine-tRNA ligase activity;ATP binding;metal ion binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","threonyl-tRNA synthetase "
"K01869",9.4001,12.328,15.076,5.1142,5.4134,10.329,16.04,22.168,22.763,13.4,11.211,12.583,"Leucine--tRNA ligase","MAG: leucine--tRNA ligase","Leucine--tRNA ligase","leuS","GO:0006429;GO:0106074;GO:0002161;GO:0004823;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","leucyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;aminoacyl-tRNA editing activity;leucine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","leucyl-tRNA synthetase "
"K01870",8.0572,5.6036,5.3842,0,3.6089,4.5907,8.0201,12.763,12.051,10.72,6.1154,7.5499,"Isoleucine--tRNA ligase","MAG: isoleucine--tRNA ligase","Isoleucine--tRNA ligase","ileS","GO:0006428;GO:0106074;GO:0000049;GO:0002161;GO:0004822;GO:0005524;GO:0008270;GO:0005737;GO:0006418;GO:0000166;GO:0004812","isoleucyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;tRNA binding;aminoacyl-tRNA editing activity;isoleucine-tRNA ligase activity;ATP binding;zinc ion binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","isoleucyl-tRNA synthetase "
"K01872",6.7143,4.4829,5.3842,0,0,0,7.2181,14.779,16.068,12.73,0,5.0333,"Alanine--tRNA ligase","MAG: alanine--tRNA ligase","Alanine--tRNA ligase","alaS","GO:0006419;GO:0000049;GO:0004813;GO:0005524;GO:0008270;GO:0005737;GO:0043039;GO:0000166;GO:0003676;GO:0004812","alanyl-tRNA aminoacylation;tRNA binding;alanine-tRNA ligase activity;ATP binding;zinc ion binding;cytoplasm;tRNA aminoacylation;nucleotide binding;nucleic acid binding;aminoacyl-tRNA ligase activity","alanyl-tRNA synthetase "
"K01873",10.743,10.087,15.076,3.4095,14.436,14.92,12.832,20.153,22.763,16.75,17.327,16.778,"Valine--tRNA ligase","valine--tRNA ligase","","","GO:0006438;GO:0002161;GO:0004832;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","valyl-tRNA aminoacylation;aminoacyl-tRNA editing activity;valine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","valyl-tRNA synthetase "
"K01874",5.3715,10.087,9.6916,10.228,9.0223,11.477,7.2181,6.7176,12.72,12.06,8.1538,9.2277,"Methionine--tRNA ligase","MAG: methionine--tRNA ligase","Methionine--tRNA ligase","metG","GO:0006431;GO:0004825;GO:0005524;GO:0046872;GO:0005737;GO:0006418;GO:0000166;GO:0004812","methionyl-tRNA aminoacylation;methionine-tRNA ligase activity;ATP binding;metal ion binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","methionyl-tRNA synthetase "
"K01875",12.086,6.7244,8.6148,0,5.4134,5.7383,5.6141,16.122,14.059,13.4,9.173,7.5499,"Serine--tRNA ligase","MAG: serine--tRNA ligase","Serine--tRNA ligase     synthetase)","serS","GO:0006434;GO:0004828;GO:0005524;GO:0006418;GO:0000166;GO:0004812;GO:0005737;GO:0016260;GO:0097056","seryl-tRNA aminoacylation;serine-tRNA ligase activity;ATP binding;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity;cytoplasm;selenocysteine biosynthetic process;selenocysteinyl-tRNA(Sec) biosynthetic process","seryl-tRNA synthetase "
"K01876",2.6857,13.449,11.845,5.1142,9.0223,10.329,12.03,26.87,19.415,22.78,12.231,15.939,"Aspartate--tRNA ligase","MAG: aspartate--tRNA ligase","Aspartate--tRNA ligase","aspS","GO:0006422;GO:0003676;GO:0004815;GO:0005524;GO:0050560;GO:0005737;GO:0006418;GO:0000166;GO:0004812;GO:0016874","aspartyl-tRNA aminoacylation;nucleic acid binding;aspartate-tRNA ligase activity;ATP binding;aspartate-tRNA(Asn) ligase activity;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity;ligase activity","aspartyl-tRNA synthetase "
"K01878",0,7.8451,6.4611,6.8189,0,6.886,0,6.7176,9.373,7.3702,3.0577,5.8721,"Glycine--tRNA ligase alpha subunit","MAG: glycine--tRNA ligase subunit alpha","Glycine--tRNA ligase alpha subunit","glyQ","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase alpha chain "
"K01879",6.7143,14.569,11.845,6.8189,9.0223,10.329,15.238,14.107,18.746,18.09,11.211,18.455,"Glycine--tRNA ligase beta subunit","MAG: glycine--tRNA ligase subunit beta","Glycine--tRNA ligase beta subunit","glyS","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase beta chain "
"K01881",2.6857,6.7244,7.5379,0,0,6.886,7.2181,3.3588,8.7035,6.0301,6.1154,6.711,"Proline--tRNA ligase","MAG: proline--tRNA ligase","Proline--tRNA ligase","proS","GO:0006433;GO:0106074;GO:0002161;GO:0004827;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","prolyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;aminoacyl-tRNA editing activity;proline-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","prolyl-tRNA synthetase "
"K01883",4.0286,4.4829,0,0,0,3.443,4.0101,7.3893,10.712,6.0301,3.0577,5.0333,"Cysteine--tRNA ligase","MAG: cysteine--tRNA ligase","Cysteine--tRNA ligase","cysS","GO:0006423;GO:0004817;GO:0005524;GO:0008270;GO:0005737;GO:0006418;GO:0000166;GO:0004812","cysteinyl-tRNA aminoacylation;cysteine-tRNA ligase activity;ATP binding;zinc ion binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","cysteinyl-tRNA synthetase "
"K01885",0,0,2.1537,0,0,0,3.2081,2.0153,3.3475,4.6901,0,0,"Glutamate--tRNA ligase","MAG: glutamate--tRNA ligase","Glutamate--tRNA ligase","gltX","GO:0006424;GO:0000049;GO:0004818;GO:0005524;GO:0008270;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","glutamyl-tRNA aminoacylation;tRNA binding;glutamate-tRNA ligase activity;ATP binding;zinc ion binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","glutamyl-tRNA synthetase "
"K01887",8.0572,10.087,8.6148,0,0,9.1813,6.4161,10.748,9.373,11.39,7.1346,10.067,"Arginine--tRNA ligase","MAG: arginine--tRNA ligase","Arginine--tRNA ligase","argS","GO:0006420;GO:0004814;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","arginyl-tRNA aminoacylation;arginine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","arginyl-tRNA synthetase "
"K01889",0,0,0,0,0,0,0,4.7023,8.7035,5.3601,0,0,"Phenylalanine--tRNA ligase alpha subunit","phenylalanine--tRNA ligase subunit alpha","","","GO:0006432;GO:0000049;GO:0004826;GO:0005524;GO:0005737;GO:0043039;GO:0000166;GO:0004812","phenylalanyl-tRNA aminoacylation;tRNA binding;phenylalanine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","phenylalanyl-tRNA synthetase alpha chain "
"K01890",9.4001,10.087,9.6916,0,3.6089,8.0337,11.228,20.153,14.729,16.75,9.173,14.261,"Phenylalanine--tRNA ligase beta subunit","MAG: phenylalanine--tRNA ligase subunit beta","Phenylalanine--tRNA ligase beta subunit","pheT","GO:0006432;GO:0000049;GO:0000287;GO:0004826;GO:0005524;GO:0005737;GO:0003723","phenylalanyl-tRNA aminoacylation;tRNA binding;magnesium ion binding;phenylalanine-tRNA ligase activity;ATP binding;cytoplasm;RNA binding","phenylalanyl-tRNA synthetase beta chain "
"K01892",0,2.2415,0,0,0,0,0,4.7023,2.678,6.0301,2.0385,3.3555,"Histidine--tRNA ligase","MAG: histidine--tRNA ligase","Histidine--tRNA ligase","hisS","GO:0006427;GO:0004821;GO:0005524;GO:0005737","histidyl-tRNA aminoacylation;histidine-tRNA ligase activity;ATP binding;cytoplasm","histidyl-tRNA synthetase "
"K01895",45.658,53.795,54.919,49.437,50.525,53.94,44.111,54.412,52.89,60.971,53,51.172,"Acetyl-coenzyme A synthetase","acetate--CoA ligase","","","GO:0019427;GO:0003987;GO:0016208","acetyl-CoA biosynthetic process from acetate;acetate-CoA ligase activity;AMP binding","acetyl-CoA synthetase "
"K01897",40.286,30.26,30.152,18.752,18.045,26.396,16.842,22.84,28.788,20.1,18.346,21.811,"Long-chain-fatty-acid--CoA ligase FadD15","MAG: long-chain fatty acid--CoA ligase","Long-chain fatty acid--CoA ligase","","GO:0016874","ligase activity","long-chain acyl-CoA synthetase "
"K01915",165.173,143.453,147.528,180.702,187.663,154.935,175.645,125.619,127.874,117.922,143.711,135.059,"Glutamine synthetase","MAG: glutamine synthetase type III","Glutamine synthetase I beta","","GO:0006542;GO:0004356;GO:0006807;GO:0003824","glutamine biosynthetic process;glutamate-ammonia ligase activity;nitrogen compound metabolic process;catalytic activity","glutamine synthetase "
"K01921",0,0,0,0,0,2.2953,1.604,5.3741,4.6865,8.0402,5.0961,5.8721,"D-alanine--D-alanine ligase","MAG: D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","ddl","GO:0008360;GO:0009252;GO:0071555;GO:0005524;GO:0008716;GO:0046872;GO:0005737","regulation of cell shape;peptidoglycan biosynthetic process;cell wall organization;ATP binding;D-alanine-D-alanine ligase activity;metal ion binding;cytoplasm","D-alanine-D-alanine ligase "
"K01924",0,0,0,0,0,0,0,4.0305,2.678,0,0,0,"UDP-N-acetylmuramate--L-alanine ligase","MAG: UDP-N-acetylmuramate--L-alanine ligase","UDP-N-acetylmuramate--L-alanine ligase","murC","GO:0007049;GO:0008360;GO:0009252;GO:0051301;GO:0071555;GO:0005524;GO:0008763;GO:0005737;GO:0009058;GO:0016874","cell cycle;regulation of cell shape;peptidoglycan biosynthetic process;cell division;cell wall organization;ATP binding;UDP-N-acetylmuramate-L-alanine ligase activity;cytoplasm;biosynthetic process;ligase activity","UDP-N-acetylmuramate--alanine ligase "
"K01928",0,0,0,0,0,0,1.604,2.687,6.0255,2.6801,0,0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","MAG: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","murE","GO:0007049;GO:0008360;GO:0009252;GO:0051301;GO:0071555;GO:0000287;GO:0005524;GO:0008765;GO:0005737;GO:0009058;GO:0016874;GO:0016881","cell cycle;regulation of cell shape;peptidoglycan biosynthetic process;cell division;cell wall organization;magnesium ion binding;ATP binding;UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity;cytoplasm;biosynthetic process;ligase activity;acid-amino acid ligase activity","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase "
"K01933",16.114,5.6036,6.4611,0,0,9.1813,4.8121,10.748,12.051,11.39,6.1154,5.0333,"Phosphoribosylformylglycinamidine cyclo-ligase","MULTISPECIES: phosphoribosylformylglycinamidine cyclo-ligase","","","GO:0006189;GO:0004641","'de novo' IMP biosynthetic process;phosphoribosylformylglycinamidine cyclo-ligase activity","phosphoribosylformylglycinamidine cyclo-ligase "
"K01937",26.857,22.415,27.998,23.866,19.849,28.692,27.268,25.527,20.754,24.121,22.423,25.166,"CTP synthase","MAG: CTP synthase","CTP synthase","pyrG","GO:0006541;GO:0044210;GO:0003883;GO:0004359;GO:0005524;GO:0046872;GO:0006221;GO:0006241","glutamine metabolic process;'de novo' CTP biosynthetic process;CTP synthase activity;glutaminase activity;ATP binding;metal ion binding;pyrimidine nucleotide biosynthetic process;CTP biosynthetic process","CTP synthase "
"K01939",32.229,32.501,37.69,22.162,23.458,29.839,40.903,42.992,41.509,35.511,34.654,41.105,"Adenylosuccinate synthetase","MAG: adenylosuccinate synthase","Adenylosuccinate synthetase","purA","GO:0044208;GO:0000287;GO:0004019;GO:0005525;GO:0005737;GO:0006164;GO:0000166","'de novo' AMP biosynthetic process;magnesium ion binding;adenylosuccinate synthase activity;GTP binding;cytoplasm;purine nucleotide biosynthetic process;nucleotide binding","adenylosuccinate synthase "
"K01940",21.486,21.294,21.537,15.343,12.631,24.101,20.852,22.84,22.763,26.801,27.519,29.361,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase "
"K01945",6.7143,3.3622,4.3074,0,0,6.886,8.8221,10.748,6.695,7.3702,5.0961,8.3888,"Phosphoribosylamine--glycine ligase","MAG: phosphoribosylamine--glycine ligase","Phosphoribosylamine--glycine ligase","purD","GO:0006189;GO:0009113;GO:0004637;GO:0005524;GO:0046872","'de novo' IMP biosynthetic process;purine nucleobase biosynthetic process;phosphoribosylamine-glycine ligase activity;ATP binding;metal ion binding","phosphoribosylamine---glycine ligase "
"K01950",0,0,2.1537,0,0,2.2953,1.604,2.0153,2.0085,3.3501,0,3.3555,"Glutamine-dependent NAD(+) synthetase","MAG: NAD+ synthase","Glutamine-dependent NAD synthetase   synthase [glutamine-hydrolyzing])","nadE","GO:0009435;GO:0003952;GO:0004359;GO:0005524;GO:0008795;GO:0005737;GO:0006807","NAD biosynthetic process;NAD+ synthase (glutamine-hydrolyzing) activity;glutaminase activity;ATP binding;NAD+ synthase activity;cytoplasm;nitrogen compound metabolic process","NAD+ synthase (glutamine-hydrolysing) "
"K01951",26.857,14.569,17.23,10.228,12.631,16.067,17.644,17.466,22.763,18.76,14.269,10.905,"GMP synthase [glutamine-hydrolyzing]","MAG: GMP synthase (glutamine-hydrolyzing)","GMP synthase [glutamine-hydrolyzing]","guaA","GO:0006177;GO:0006541;GO:0003922;GO:0005524;GO:0016462;GO:0006164","GMP biosynthetic process;glutamine metabolic process;GMP synthase (glutamine-hydrolyzing) activity;ATP binding;pyrophosphatase activity;purine nucleotide biosynthetic process","GMP synthase (glutamine-hydrolysing) "
"K01953",40.286,33.622,33.382,32.39,21.653,36.725,38.497,39.634,42.178,52.931,41.788,41.105,"Asparagine synthetase [glutamine-hydrolyzing] 1","MAG: asparagine synthase (glutamine-hydrolyzing)","Asparagine synthase","asnB","GO:0006529;GO:0006541;GO:0004066;GO:0005524","asparagine biosynthetic process;glutamine metabolic process;asparagine synthase (glutamine-hydrolyzing) activity;ATP binding","asparagine synthase (glutamine-hydrolysing) "
"K01955",16.114,22.415,20.46,6.8189,14.436,18.363,23.258,32.244,33.475,36.181,16.308,26.005,"Carbamoyl-phosphate synthase large chain","MAG: carbamoyl phosphate synthase large subunit","Carbamoyl-phosphate synthase large chain","carB","GO:0006526;GO:0044205;GO:0004088;GO:0005524;GO:0046872;GO:0006807","arginine biosynthetic process;'de novo' UMP biosynthetic process;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;ATP binding;metal ion binding;nitrogen compound metabolic process","carbamoyl-phosphate synthase large subunit "
"K01956",0,0,4.3074,0,0,3.443,4.0101,7.3893,8.7035,8.7102,0,6.711,"Carbamoyl-phosphate synthase small chain","MAG: carbamoyl phosphate synthase small subunit","Carbamoyl-phosphate synthase small chain","carA","GO:0006207;GO:0006526;GO:0006541;GO:0044205;GO:0004088;GO:0005524","'de novo' pyrimidine nucleobase biosynthetic process;arginine biosynthetic process;glutamine metabolic process;'de novo' UMP biosynthetic process;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;ATP binding","carbamoyl-phosphate synthase small subunit "
