"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K02160",12.558,10.736,18.417,11.826,8.4554,15.617,15.897,12.963,13.192,11.548,10.48,14.359,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase","acetyl-CoA carboxylase biotin carboxyl carrier protein","","","GO:0006633;GO:0003989;GO:0009317","fatty acid biosynthetic process;acetyl-CoA carboxylase activity;acetyl-CoA carboxylase complex","acetyl-CoA carboxylase biotin carboxyl carrier protein"
"K02169",0,0,0,0,0,0,4.2393,2.1605,6.5958,2.8869,4.3665,0,"putative protein","methyltransferase","","","","","malonyl-CoA O-methyltransferase "
"K02234",0,0,0,0,0,0,3.1795,0,3.2979,2.8869,1.7466,0,"Putative metal chaperone YciC","GTP-binding protein","","","","","cobalamin biosynthesis protein CobW"
"K02284",124.68,120.78,163.45,122.21,138.91,121.03,100.68,105.87,97.837,93.344,96.063,109.35,"R-phycocyanin-2 subunit alpha","phycocyanin subunit alpha","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycocyanin alpha chain"
"K02285",139.93,165.51,204.89,171.48,161.86,168.86,108.1,106.95,86.844,79.871,74.23,86.157,"R-phycocyanin-2 beta chain","MULTISPECIES: phycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycocyanin beta chain"
"K02286",50.23,60.836,39.136,25.624,27.782,21.474,55.111,49.692,53.865,49.078,50.651,48.601,"Phycoerythrin class 2 subunit gamma, linker polypeptide","phycobilisome rod-core linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycocyanin-associated rod linker protein"
"K02290",149.794,161.036,184.171,126.1443,135.29,122.01,133.537,136.114,133.015,107.778,113.529,130.344,"Phycobilisome rod-core linker polypeptide CpcG","phycobilisome rod-core linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome rod-core linker protein"
"K02293",0,0,0,0,0,0,6.3589,0,0,5.7738,12.226,0,"15-cis-phytoene desaturase","15-cis-phytoene desaturase","","","GO:0016117;GO:0016166;GO:0016491","carotenoid biosynthetic process;phytoene dehydrogenase activity;oxidoreductase activity","15-cis-phytoene desaturase "
"K02303",0,0,0,0,0,0,4.2393,0,3.2979,3.8492,3.4932,4.4183,"Uroporphyrinogen-III C-methyltransferase","uroporphyrinogen-III C-methyltransferase","Uroporphyrinogen-III C-methyltransferase","cobA","GO:0019354;GO:0032259;GO:0008168","siroheme biosynthetic process;methylation;methyltransferase activity","uroporphyrin-III C-methyltransferase "
"K02314",0,0,0,0,0,0,3.1795,0,3.2979,1.9246,3.4932,0,"Replicative DNA helicase","MULTISPECIES: replicative DNA helicase","","","GO:0006260;GO:0003677;GO:0003678;GO:0005524","DNA replication;DNA binding;DNA helicase activity;ATP binding","replicative DNA helicase "
"K02335",0,0,0,0,0,0,5.2991,0,3.2979,4.8115,0,0,"DNA polymerase I","DNA polymerase I","DNA polymerase I","polA","GO:0006261;GO:0006281;GO:0071897;GO:0090305;GO:0003677;GO:0003887;GO:0008408;GO:0006139;GO:0006260;GO:0003676;GO:0003824","DNA-templated DNA replication;DNA repair;DNA biosynthetic process;nucleic acid phosphodiester bond hydrolysis;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;nucleobase-containing compound metabolic process;DNA replication;nucleic acid binding;catalytic activity","DNA polymerase I "
"K02338",0,0,0,0,0,0,14.838,15.124,20.887,18.284,18.339,15.464,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta "
"K02343",0,0,0,0,0,0,0,0,2.1986,1.9246,5.2398,0,"DNA polymerase III subunit gamma/tau","DNA polymerase III subunit gamma/tau","","","GO:0006260;GO:0003677;GO:0003887;GO:0005524;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;ATP binding;DNA polymerase III complex","DNA polymerase III subunit gamma/tau "
"K02355",28.703,26.839,26.474,32.523,36.238,53.684,81.606,78.859,89.043,80.834,74.23,74.007,"Elongation factor G","elongation factor G","Elongation factor G","fusA","GO:0006414;GO:0003746;GO:0003924;GO:0005525;GO:0005737","translational elongation;translation elongation factor activity;GTPase activity;GTP binding;cytoplasm","elongation factor G"
"K02356",21.527,19.682,24.172,19.711,21.743,21.474,12.718,15.124,9.8937,16.359,14.846,17.673,"Elongation factor P","MULTISPECIES: elongation factor P","","","GO:0006414;GO:0003746;GO:0005737;GO:0043043","translational elongation;translation elongation factor activity;cytoplasm;peptide biosynthetic process","elongation factor P"
"K02357",21.527,18.787,0,22.667,26.574,29.282,36.034,39.97,43.972,38.492,34.059,38.66,"Elongation factor Ts","translation elongation factor Ts","Elongation factor Ts","tsf","GO:0006414;GO:0003746;GO:0005515;GO:0005737","translational elongation;translation elongation factor activity;protein binding;cytoplasm","elongation factor Ts"
"K02358",151.59,154.77,128.92,202.04,195.68,215.71,183.35,199.85,206.67,214.59,197.37,198.82,"Elongation factor Tu","MULTISPECIES: elongation factor Tu","","","GO:0006414;GO:0003746;GO:0003924;GO:0005525","translational elongation;translation elongation factor activity;GTPase activity;GTP binding","elongation factor Tu"
"K02372",0,0,0,0,0,0,4.2393,0,0,3.8492,3.4932,0,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ","","","GO:0006633;GO:0016836","fatty acid biosynthetic process;hydro-lyase activity","3-hydroxyacyl- dehydratase "
"K02433",0,0,0,0,0,0,7.4188,4.3211,3.2979,4.8115,6.9864,4.4183,"Glutamyl-tRNA(Gln) amidotransferase subunit A","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","","","GO:0006412;GO:0050567;GO:0030956;GO:0003824","translation;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;glutamyl-tRNA(Gln) amidotransferase complex;catalytic activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A "
"K02434",12.558,13.42,6.9063,9.8554,8.4554,10.737,30.735,23.766,26.383,26.945,27.072,23.196,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","","","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B "
"K02469",10.764,9.8411,4.6042,6.8988,4.8317,4.8803,46.6324,43.2103,48.3691,46.1908,50.651,43.0787,"DNA gyrase subunit A","DNA topoisomerase 4 subunit A;DNA gyrase subunit A","DNA topoisomerase;","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0003916;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA metabolic process;DNA topoisomerase activity;chromosome","DNA gyrase subunit A "
"K02470",4.4848,0,0,0,0,0,14.838,16.204,20.887,28.869,23.579,14.359,"DNA gyrase subunit B","DNA topoisomerase (ATP-hydrolyzing) subunit B","","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;chromosome","DNA gyrase subunit B "
"K02479",6.2788,1.7893,4.6042,0,0,0,5.2991,5.4013,0,4.8115,4.3665,6.6275,"Transcriptional regulatory protein SrrA","response regulator transcription factor","Response regulator transcription factor","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding;regulation of transcription, DNA-templated","two-component system, NarL family, response regulator"
"K02492",0,0,0,0,0,0,3.1795,7.5619,6.5958,5.7738,6.1131,4.4183,"Glutamyl-tRNA reductase","glutamyl-tRNA reductase","","","GO:0033014;GO:0008883;GO:0050661","tetrapyrrole biosynthetic process;glutamyl-tRNA reductase activity;NADP binding","glutamyl-tRNA reductase "
"K02502",3.5879,0,0,2.9566,0,0,8.4786,8.6421,6.5958,10.585,12.226,5.5229,"ATP phosphoribosyltransferase regulatory subunit","ATP phosphoribosyltransferase regulatory subunit","","","GO:0000105;GO:0005737","histidine biosynthetic process;cytoplasm","ATP phosphoribosyltransferase regulatory subunit"
"K02518",0,2.6839,0,0,0,0,10.598,12.963,10.993,10.585,11.353,11.046,"Translation initiation factor IF-1","MULTISPECIES: translation initiation factor IF-1","Translation initiation factor IF-1","infA","GO:0006413;GO:0003723;GO:0003743","translational initiation;RNA binding;translation initiation factor activity","translation initiation factor IF-1"
"K02519",1.7939,2.6839,0,0,0,0,26.496,25.926,29.681,32.718,30.565,19.882,"Translation initiation factor IF-2","translation initiation factor IF-2","","","GO:0006413;GO:0003743;GO:0003924;GO:0005525","translational initiation;translation initiation factor activity;GTPase activity;GTP binding","translation initiation factor IF-2"
"K02520",8.0727,9.8411,4.6042,9.8554,7.2475,7.8086,32.854,32.408,30.78,39.455,34.932,35.346,"Translation initiation factor IF-3","translation initiation factor IF-3","","","GO:0006413;GO:0003743","translational initiation;translation initiation factor activity","translation initiation factor IF-3"
"K02536",3.5879,3.5786,0,0,0,1.9521,10.598,8.6421,9.8937,5.7738,6.1131,5.5229,"UDP-3-O-acylglucosamine N-acyltransferase","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase","","","GO:0009245;GO:0016410","lipid A biosynthetic process;N-acyltransferase activity","UDP-3-O- glucosamine N-acyltransferase "
"K02575",26.909,25.945,19.568,24.638,15.703,18.545,19.077,20.525,19.787,23.095,19.213,28.719,"Nitrate/nitrite transporter NrtP","NarK family nitrate/nitrite MFS transporter","","","GO:0015706;GO:0015707;GO:0015112;GO:0015113;GO:0016020;GO:0055085;GO:0022857","nitrate transmembrane transport;nitrite transport;nitrate transmembrane transporter activity;nitrite transmembrane transporter activity;membrane;transmembrane transport;transmembrane transporter activity","MFS transporter, NNP family, nitrate/nitrite transporter"
"K02600",29.6,26.839,20.719,24.638,28.99,27.33,41.333,50.772,50.568,50.04,44.538,47.497,"Transcription termination/antitermination protein NusA","transcription termination factor NusA","","","GO:0031564;GO:0003700;GO:0003723;GO:0006353;GO:0031554","transcription antitermination;DNA-binding transcription factor activity;RNA binding;DNA-templated transcription termination;regulation of termination of DNA-templated transcription","transcription termination/antitermination protein NusA"
"K02601",26.012,28.629,29.927,26.61,25.366,27.33,29.675,33.488,29.681,29.832,27.072,32.033,"Transcription termination/antitermination protein NusG","transcription termination/antitermination protein NusG","Transcription termination/antitermination protein NusG","nusG","GO:0031564;GO:0032784;GO:0006355;GO:0006353;GO:0006354","transcription antitermination;regulation of DNA-templated transcription elongation;regulation of DNA-templated transcription;DNA-templated transcription, elongation;DNA-templated transcription, termination;regulation of DNA-templated transcription, elongation","transcription termination/antitermination protein NusG"
"K02634",8.9697,5.3678,4.6042,6.8988,0,2.9282,9.5384,10.803,10.993,9.6231,12.226,13.255,"Cytochrome f","apocytochrome f","Cytochrome f","petA","GO:0015979;GO:0022900;GO:0005506;GO:0009055;GO:0020037;GO:0031676;GO:0031361","photosynthesis;electron transport chain;iron ion binding;electron transfer activity;heme binding;plasma membrane-derived thylakoid membrane;obsolete integral component of thylakoid membrane;integral component of thylakoid membrane","apocytochrome f"
"K02635",15.248,14.314,20.719,17.74,19.327,18.545,8.4786,8.6421,10.993,7.6985,6.9864,11.046,"Cytochrome b6","MULTISPECIES: cytochrome b6","Cytochrome b6","petB","GO:0015979;GO:0022904;GO:0045158;GO:0046872;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0016021","photosynthesis;respiratory electron transport chain;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;metal ion binding;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;integral component of membrane","cytochrome b6"
"K02636",0,0,0,0,0,0,7.4188,5.4013,5.4965,4.8115,8.733,4.4183,"Cytochrome b6-f complex iron-sulfur subunit 1","MULTISPECIES: cytochrome b6-f complex iron-sulfur subunit","","","GO:0045158;GO:0051537;GO:0016020","electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;2 iron, 2 sulfur cluster binding;membrane","cytochrome b6-f complex iron-sulfur subunit "
"K02637",27.806,19.682,23.021,28.581,24.158,20.497,0,0,0,5.7738,0,8.8366,"Cytochrome b6-f complex subunit 4","MULTISPECIES: cytochrome b6-f complex subunit IV","Cytochrome b6-f complex subunit 4","petD","GO:0009767;GO:0045156;GO:0045158;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0042651;GO:0016021","photosynthetic electron transport chain;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;thylakoid membrane;integral component of membrane","cytochrome b6-f complex subunit 4"
"K02639",24.218,25.945,48.344,41.393,62.812,46.851,16.9576,20.525,16.489,13.472,12.2266,15.464,"Ferredoxin-1;Ferredoxin","2Fe-2S iron-sulfur cluster-binding protein;MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein",";Ferredoxin",";petF4","GO:0051536;GO:0022900;GO:0009055;GO:0046872;GO:0051537","iron-sulfur cluster binding;electron transport chain;electron transfer activity;metal ion binding;2 iron, 2 sulfur cluster binding","ferredoxin"
"K02641",43.054,48.311,47.193,55.19,65.228,60.516,102.8,110.19,101.14,92.382,102.18,97.203,"Ferredoxin--NADP reductase","FAD-binding oxidoreductase","","","GO:0016491","oxidoreductase activity","ferredoxin--NADP+ reductase "
"K02650",9.8666,5.3678,9.2084,6.8988,0,0,4.2393,4.3211,6.5958,7.6985,8.733,9.9412,"hypothetical protein","hypothetical protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","type IV pilus assembly protein PilA"
"K02666",8.0727,8.9464,6.9063,0,0,0,16.957,18.365,14.291,8.6608,10.48,8.8366,"Type II secretion system protein D","type IV pilus assembly protein PilQ","","","GO:0009306","protein secretion","type IV pilus assembly protein PilQ"
"K02669",5.3818,2.6839,0,0,0,0,0,5.4013,6.5958,0,4.3665,0,"Twitching mobility protein","PilT/PilU family type 4a pilus ATPase;type IV pili twitching motility protein PilT",";Type IV pili twitching motility protein PilT","","GO:0005524","ATP binding","twitching motility protein PilT"
"K02689",26.012,26.839,34.531,53.219,49.525,33.186,22.256,21.605,23.085,19.246,20.086,26.51,"Photosystem I P700 chlorophyll a apoprotein A1","photosystem I core protein PsaA","","","GO:0015979;GO:0046872;GO:0009579;GO:0016020","photosynthesis;metal ion binding;thylakoid;membrane","photosystem I P700 chlorophyll a apoprotein A1"
"K02690",37.673,31.312,33.38,46.32,39.861,30.258,36.034,37.809,35.177,34.643,36.678,49.706,"Photosystem I P700 chlorophyll a apoprotein A2","photosystem I core protein PsaB","","","GO:0015979;GO:0009522;GO:0009579;GO:0016020","photosynthesis;photosystem I;thylakoid;membrane","photosystem I P700 chlorophyll a apoprotein A2"
"K02691",24.218,21.471,27.625,27.595,33.822,28.306,29.675,28.087,27.482,27.907,25.326,23.196,"Photosystem I iron-sulfur center","MULTISPECIES: photosystem I iron-sulfur center protein PsaC","Photosystem I iron-sulfur center","psaC","GO:0009773;GO:0009055;GO:0046872;GO:0051539;GO:0009522;GO:0031676;GO:0015979;GO:0042651","photosynthetic electron transport in photosystem I;electron transfer activity;metal ion binding;4 iron, 4 sulfur cluster binding;photosystem I;plasma membrane-derived thylakoid membrane;photosynthesis;thylakoid membrane","photosystem I subunit VII"
"K02692",72.654,74.255,62.157,82.785,86.97,65.397,54.051,47.532,47.27,44.266,40.172,56.333,"Photosystem I reaction center subunit II","MULTISPECIES: photosystem I reaction center subunit II","Photosystem I reaction center subunit II","","GO:0015979;GO:0009538;GO:0009522;GO:0031676","photosynthesis;photosystem I reaction center;photosystem I;plasma membrane-derived thylakoid membrane","photosystem I subunit II"
"K02693",0,0,0,0,0,0,8.4786,11.883,7.6951,10.585,12.226,16.569,"Photosystem I reaction center subunit IV","MULTISPECIES: photosystem I reaction center subunit IV","Photosystem I reaction center subunit IV","psaE","GO:0015979;GO:0009538;GO:0031676;GO:0009522","photosynthesis;photosystem I reaction center;plasma membrane-derived thylakoid membrane;photosystem I","photosystem I subunit IV"
"K02694",22.424,16.998,23.021,44.349,22.95,33.186,24.376,23.766,23.085,20.208,19.213,27.614,"Photosystem I reaction center subunit III","Photosystem I reaction center subunit III","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit III"
"K02699",0,0,0,0,0,2.9282,0,19.445,0,15.397,15.719,11.046,"Photosystem I reaction center subunit XI","MULTISPECIES: photosystem I reaction center protein subunit XI","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit XI"
"K02703",19.733,21.471,14.964,22.667,22.95,22.45,21.196,22.686,25.284,20.208,17.466,23.196,"Photosystem II protein D1 1","photosystem II q(b) protein","","","GO:0009772;GO:0045156;GO:0019684;GO:0009055","photosynthetic electron transport in photosystem II;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosynthesis, light reaction;electron transfer activity","photosystem II P680 reaction center D1 protein "
"K02704",112.12,120.78,103.59,116.29,107.5,101.51,72.068,74.538,74.752,62.55,55.891,74.007,"Photosystem II CP47 reaction center protein","photosystem II chlorophyll-binding protein CP47","","","GO:0009772;GO:0016168;GO:0045156;GO:0009523;GO:0009767;GO:0015979;GO:0019684;GO:0009521;GO:0016020","photosynthetic electron transport in photosystem II;chlorophyll binding;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;photosystem II;photosynthetic electron transport chain;photosynthesis;photosynthesis, light reaction;photosystem;membrane","photosystem II CP47 chlorophyll apoprotein"
